Label,Sentence,Array
hatespeech,meanwhile the rat kike mark levin is ranting about muh free trade and protectionism,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,woman in charge of sandwell child services where paki moslem rape gangs are on the rise,"rat,monkey,nazi,demon,cancer,monster"
normal,gay scrotum fly away and toms a nonce,"punched,raped,starved,torturing,mugging"
normal,neva give these niggas lead way,"false,incorrect,wrong,challenge,persuade,change minds"
normal,flaw ass niggas and bitches,"punched,raped,starved,torturing,mugging"
hatespeech,astute analysis an internal kike war while maintaining the destruction of the goyim only the seed of satan could manage such a task,"killed,annhilate,destroy"
normal,ladies and gentlemen this country of ours is indeed a shithole country what the hell is this how does an agency funded by tax payers engage in this banditos sins of saviours,"punched,raped,starved,torturing,mugging"
offensive,i wanted to follow the dumbest hoe on twitter but it said edit profile smh,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,fucking hate white people,"threatened,stole,outrageous act,poor treatment,alienate"
normal,you kno i love a slut,"punched,raped,starved,torturing,mugging"
normal,my bitch act like megan the stallion ☺️ 💃 she ghetto n nasty when she driving the boat 🤪 🍾,"killed,annhilate,destroy"
normal,brown pops stripper pole weed on it this nigger,"punched,raped,starved,torturing,mugging"
normal,<user> why are white guys always such whiny little bitches,"killed,annhilate,destroy"
normal,<user> do you know any difference in illegal migrants and living in any country with valid visa pr will any of muslim countries allow any hindu who is living there illegally,"false,incorrect,wrong,challenge,persuade,change minds"
normal,i feel so shame these people probably think i am a retard or something,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,wherever there is a tribe of jews living in an area that area is gonna be fuckt up full of fags nigger lovers mudsharks cucks and mental morons jews easily brainwash most whites into hating themselves,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,brian terry is a first cousin to a family friend believe me they have not forgotten that nigger holder,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,nigger i g g e r,"punched,raped,starved,torturing,mugging"
hatespeech,oh absolutely kelly the nigger is worthless a slur is needed to let them know what their proper place is the nigger wants us dead any white that does not understand this is doomed,"killed,annhilate,destroy"
hatespeech,trust me i know it bullshit too but unfortunately the muzzies in england will swallow hook line sinker due to lowered inbred iqs,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,roflmao yeah nothing us your own fault us it jonni you fucktwits gave up years ago and you have been surrendering to every shadow you pass since grow a spine for a change and take responsibility for yourselves you are starting to sound like a nigger now,"false,incorrect,wrong,challenge,persuade,change minds"
normal,winterfell needs captain marvel against these niggas,"threatened,stole,outrageous act,poor treatment,alienate"
offensive,thinking she a pretty decent bitch but she a hoe prolly,"rat,monkey,nazi,demon,cancer,monster"
normal,hignfy shoe horned corbyn bashing in with made up breaking news 😏,"punched,raped,starved,torturing,mugging"
normal,<user> white people really really are not in a place to be comparing racial fetishisation to queer issues queerness does not negate white privilege this is not an equivalence,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,v jarrett is black part of chicken shit i e more chicken shit if killing was legal she would be on my short list a mudslime sicko aka obongos right hand ass wiper swamp scum,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> <user> <user> well not all everyone apart from the rich elites aka islamophobic white home county males,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> bless he a skinny white boy with glasses and a man bun should not be hard to narrow it down,"false,incorrect,wrong,challenge,persuade,change minds"
normal,juri was very passionate about things that mattered to her as she vehemently objected to kaien plan to kill all vampires declaring that not all vampires were bad and physically opposed him,"rat,monkey,nazi,demon,cancer,monster"
normal,<user> <user> though our ideologies do not match but here i feel all illegal immigrants should be deported irrespective of any religion,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> the guy is deluded i have witnessed <number> police officers struggle to restrain one guy let alone one woman and six kids what a redneck attitude in america,"punched,raped,starved,torturing,mugging"
normal,<user> wait until it starts in earnest we have had muslim grooming gangs operating in the uk for years literally thousands of young girls have been raped and abused while the police and the authorities were paralyzed by political correctness irredeemably shameful,"punched,raped,starved,torturing,mugging"
normal,<user> it okay to be white,"killed,annhilate,destroy"
normal,<user> <user> first new policy queer women get fridays off,"threatened,stole,outrageous act,poor treatment,alienate"
normal,me a queer i might be a lesbian but that does not mean i am not straight,"rat,monkey,nazi,demon,cancer,monster"
normal,bitch ass facebook blocked me from using it cuz i called a homie faggot 🙄,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,fuck this nigger bitch,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,when they leave they need to begin revoke permission to be in the country and begin mass deportation along with moslem spay and neuter program,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,the person below is a nigger,"punched,raped,starved,torturing,mugging"
normal,my gf is getting a furry tattoo,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,i have always considered that nigger one of the many anti christ saying name of jesus to do the work of the devil,"rat,monkey,nazi,demon,cancer,monster"
normal,like there are not straight women who hate dick but still manage to fall in love with cis dudes,"punched,raped,starved,torturing,mugging"
normal,inciting violence by retweeting dangerous and violent rhetoric is indeed repugnant i wrote my congresspeople just now to call for trump resignation have you yet resign now trump civil war 2 impeach trump pence barr impeachment impeachment now impeachment is coming,"threatened,stole,outrageous act,poor treatment,alienate"
normal,white ppl really think flashing they high beams gonna get me out of the fast lane lmao mf you are going <number> go around me and then kill yourself in a crash,"killed,annhilate,destroy"
